ID,time,RR,VO2,power,HR,VO2_RM
1,-130.84,672.0,0.302007609,0,89.28571428571429,0.33354397794
1,-130.168,672.0,0.302007609,0,89.28571428571429,0.33354397794
1,-129.536,632.0,0.301335742,0,94.9367088607595,0.33354397794
1,-128.824,712.0,0.301335742,0,84.26966292134831,0.33354397794
1,-127.948,876.0,0.301335742,0,68.4931506849315,0.33354397794
1,-127.232,716.0,0.371173171,0,83.79888268156425,0.33354397794
1,-126.46,772.0,0.371173171,0,77.72020725388602,0.33354397794
1,-125.608,852.0,0.371173171,0,70.4225352112676,0.33354397794
1,-124.912,696.0,0.410091179,0,86.20689655172414,0.33354397794
1,-124.14,772.0,0.410091179,0,77.72020725388602,0.33354397794
1,-123.384,756.0,0.410091179,0,79.36507936507937,0.33354397794
1,-122.688,696.0,0.403671029,0,86.20689655172414,0.33354397794
1,-121.896,792.0,0.403671029,0,75.75757575757575,0.33354397794
1,-121.056,840.0,0.403671029,0,71.42857142857143,0.33354397794
1,-120.256,800.0,0.405154495,0,75.0,0.33354397794
1,-119.372,884.0,0.405154495,0,67.87330316742081,0.33354397794
1,-118.608,764.0,0.405154495,0,78.53403141361257,0.33354397794
1,-117.9,708.0,0.387334824,0,84.7457627118644,0.33354397794
1,-117.172,728.0,0.387334824,0,82.41758241758242,0.33354397794
1,-116.452,720.0,0.387334824,0,83.33333333333333,0.33354397794
1,-115.716,736.0,0.367792864,0,81.52173913043478,0.33354397794
1,-114.688,1028.0,0.367792864,0,58.36575875486381,0.33354397794
1,-113.884,804.0,0.367792864,0,74.6268656716418,0.33354397794
1,-113.028,856.0,0.31583054,0,70.09345794392523,0.33354397794
1,-112.124,904.0,0.31583054,0,66.3716814159292,0.33354397794
1,-111.42,704.0,0.31583054,0,85.22727272727273,0.33354397794
1,-110.684,736.0,0.310178484,0,81.52173913043478,0.33354397794
1,-109.952,732.0,0.310178484,0,81.9672131147541,0.33354397794
1,-109.28,672.0,0.310178484,0,89.28571428571429,0.33354397794
1,-108.588,692.0,0.307939922,0,86.70520231213872,0.33354397794
1,-107.892,696.0,0.307939922,0,86.20689655172414,0.33354397794
1,-107.096,796.0,0.307939922,0,75.37688442211055,0.33354397794
1,-106.4,696.0,0.31649763,0,86.20689655172414,0.33354397794
1,-105.672,728.0,0.31649763,0,82.41758241758242,0.33354397794
1,-104.94,732.0,0.31649763,0,81.9672131147541,0.33354397794
1,-104.28,660.0,0.329339834,0,90.9090909090909,0.33354397794
1,-103.568,712.0,0.329339834,0,84.26966292134831,0.33354397794
1,-102.812,756.0,0.329339834,0,79.36507936507937,0.33354397794
1,-102.12,692.0,0.333033454,0,86.70520231213872,0.33354397794
1,-101.372,748.0,0.333033454,0,80.21390374331551,0.33354397794
1,-100.608,764.0,0.333033454,0,78.53403141361257,0.33354397794
1,-99.892,716.0,0.327401742,0,83.79888268156425,0.33354397794
1,-99.072,820.0,0.327401742,0,73.17073170731707,0.33354397794
1,-98.212,860.0,0.306693321,0,69.76744186046511,0.33354397794
1,-97.488,724.0,0.306693321,0,82.87292817679558,0.33354397794
1,-96.7,788.0,0.306693321,0,76.14213197969544,0.33354397794
1,-95.936,764.0,0.290374669,0,78.53403141361257,0.33354397794
1,-95.236,700.0,0.290374669,0,85.71428571428571,0.33354397794
1,-94.472,764.0,0.290374669,0,78.53403141361257,0.33354397794
1,-93.7,772.0,0.326006856,0,77.72020725388602,0.33354397794
1,-93.0,700.0,0.326006856,0,85.71428571428571,0.33354397794
1,-92.24,760.0,0.341951026,0,78.94736842105263,0.33354397794
1,-91.5,740.0,0.341951026,0,81.08108108108108,0.33354397794
1,-90.744,756.0,0.341951026,0,79.36507936507937,0.33354397794
1,-89.884,860.0,0.328293409,0,69.76744186046511,0.33354397794
1,-89.168,716.0,0.328293409,0,83.79888268156425,0.33354397794
1,-88.496,672.0,0.344223505,0,89.28571428571429,0.33354397794
1,-87.792,704.0,0.344223505,0,85.22727272727273,0.33354397794
1,-87.076,716.0,0.344223505,0,83.79888268156425,0.33354397794
1,-86.376,700.0,0.344223505,0,85.71428571428571,0.33354397794
1,-85.544,832.0,0.329383242,0,72.11538461538461,0.33354397794
1,-84.748,796.0,0.329383242,0,75.37688442211055,0.33354397794
1,-84.024,724.0,0.329383242,0,82.87292817679558,0.33354397794
1,-83.236,788.0,0.326371537,0,76.14213197969544,0.33354397794
1,-82.508,728.0,0.326371537,0,82.41758241758242,0.33354397794
1,-81.748,760.0,0.326371537,0,78.94736842105263,0.33354397794
1,-81.036,712.0,0.326371537,0,84.26966292134831,0.33354397794
1,-80.28,756.0,0.295160139,0,79.36507936507937,0.33354397794
1,-79.504,776.0,0.295160139,0,77.31958762886597,0.33354397794
1,-78.8,704.0,0.295160139,0,85.22727272727273,0.33354397794
1,-78.028,772.0,0.295160139,0,77.72020725388602,0.33354397794
1,-77.248,780.0,0.330734229,0,76.92307692307692,0.33354397794
1,-76.484,764.0,0.330734229,0,78.53403141361257,0.33354397794
1,-75.664,820.0,0.330734229,0,73.17073170731707,0.33354397794
1,-74.944,720.0,0.319855369,0,83.33333333333333,0.33354397794
1,-74.204,740.0,0.319855369,0,81.08108108108108,0.33354397794
1,-73.38,824.0,0.319855369,0,72.81553398058253,0.33354397794
1,-72.544,836.0,0.309332947,0,71.77033492822966,0.33354397794
1,-71.844,700.0,0.309332947,0,85.71428571428571,0.33354397794
1,-71.028,816.0,0.309332947,0,73.52941176470588,0.33354397794
1,-70.064,964.0,0.286809131,0,62.24066390041494,0.33354397794
1,-69.292,772.0,0.286809131,0,77.72020725388602,0.33354397794
1,-68.508,784.0,0.286809131,0,76.53061224489795,0.33354397794
1,-67.696,812.0,0.31024108,0,73.89162561576354,0.33354397794
1,-66.944,752.0,0.31024108,0,79.7872340425532,0.33354397794
1,-66.152,792.0,0.31024108,0,75.75757575757575,0.33354397794
1,-65.32,832.0,0.321556489,0,72.11538461538461,0.33354397794
1,-64.556,764.0,0.321556489,0,78.53403141361257,0.33354397794
1,-63.836,720.0,0.333055323,0,83.33333333333333,0.33354397794
1,-63.148,688.0,0.333055323,0,87.20930232558139,0.33354397794
1,-62.392,756.0,0.333055323,0,79.36507936507937,0.33354397794
1,-61.632,760.0,0.333055323,0,78.94736842105263,0.33354397794
1,-60.876,756.0,0.35567394,0,79.36507936507937,0.33354397794
1,-60.02,856.0,0.35567394,0,70.09345794392523,0.33354397794
1,-59.232,788.0,0.35567394,0,76.14213197969544,0.33354397794
1,-58.548,684.0,0.35567394,0,87.71929824561404,0.33354397794
1,-57.832,716.0,0.35567394,0,83.79888268156425,0.33354397794
1,-57.096,736.0,0.338669774,0,81.52173913043478,0.33354397794
1,-56.412,684.0,0.338669774,0,87.71929824561404,0.33354397794
1,-55.72,692.0,0.338669774,0,86.70520231213872,0.33354397794
1,-54.952,768.0,0.374421361,0,78.125,0.33426811545999996
1,-54.216,736.0,0.374421361,0,81.52173913043478,0.33499225298
1,-53.48,736.0,0.374421361,0,81.52173913043478,0.33572310917000003
1,-52.664,816.0,0.367498177,0,73.52941176470588,0.33638473352
1,-51.936,728.0,0.367498177,0,82.41758241758242,0.33704635787000004
1,-51.172,764.0,0.367498177,0,78.53403141361257,0.33700960793
1,-50.464,708.0,0.368600461,0,84.7457627118644,0.33698388082999997
1,-49.784,680.0,0.368600461,0,88.23529411764706,0.33695815373000004
1,-49.084,700.0,0.368600461,0,85.71428571428571,0.33654324654999995
1,-48.26,824.0,0.381218335,0,72.81553398058253,0.33625451810999996
1,-47.472,788.0,0.381218335,0,76.14213197969544,0.33596578967
1,-46.732,740.0,0.425248898,0,81.08108108108108,0.33618156835999996
1,-46.064,668.0,0.425248898,0,89.82035928143712,0.33639734704999996
